date,school_or_group,class_scope,active_teachers,workspace_home_opened,home_source_sheetbook_created,home_source_action_execute_requested,home_to_create_rate_pct,create_to_action_rate_pct,blockers,next_action
2026-03-03,local-pilot-baseline,baseline,0,0,0,0,0.0,0.0,파일럿 실사용 트래픽 미유입,"파일럿 계정 3개 학급 대상 홈 진입/수첩 생성/기능 실행 안내(운영자, 03-02)"
